orf_id,Essential,upstream_size,downstream_size,paralagous_count,PI,CAI,ASP,GLN,GLU,LYS,MET,FOP_score,Gravy_score,aromaticity_score
YBR198C,Y,385,270,1,7.39,129,56,35,41,63,12,409,-0.651003,0.081454
YBR199W,N,385,568,8,4.56,133,36,15,41,29,11,412,-625,0.140086
YBR200W,N,568,455,0,9.18,156,37,24,30,54,6,452,-0.56588,0.090744
YBR201W,N,429,1559,0,8.35,102,10,3,6,10,9,421,0.4109,0.151659
YBR202W,Y,1559,858,5,5,173,65,41,55,51,25,493,-0.328521,0.063905
YBR203W,N,858,311,0,10.45,159,57,20,37,75,18,459,-0.686796,0.081169
YBR204C,N,240,311,0,6.36,125,24,18,26,30,6,416,-0.2656,0.109333
YBR205W,N,240,309,8,9.15,186,30,8,18,36,9,513,-0.427228,0.158416
YBR207W,N,309,159,1,6.03,145,21,14,25,27,9,488,0.095269,0.111828
YBR208C,N,3339,159,2,5.39,194,97,60,127,117,26,522,-0.176839,0.086649
YBR210W,N,3339,179,1,8.04,105,5,2,5,7,2,0.41,0.694366,0.169014
YBR211C,Y,753,179,0,4.57,126,40,19,18,22,5,403,-0.743519,0.061728
YBR213W,N,463,222,0,6.26,106,26,12,17,20,5,451,-0.422263,0.094891
YBR214W,N,222,447,1,9.45,144,16,24,24,28,13,507,-0.281025,0.047438
YBR215W,N,447,258,0,10.05,0.15,35,14,44,78,10,435,-0.934029,0.032103
YBR216C,N,231,258,1,5.35,141,44,25,52,63,9,436,-0.212166,0.105341
YBR217W,N,231,314,0,6.77,112,7,16,15,12,6,436,-0.618817,0.064516
YBR218C,N,249,314,1,6.47,308,75,48,75,69,25,631,-0.213898,0.070339
YBR219C,N,1849,249,0,10.37,89,1,4,2,4,4,392,0.351181,0.165354
YBR220C,N,475,745,0,9.85,107,22,15,13,31,13,426,0.324464,0.139286
YBR222C,N,311,77,0,9.98,197,24,13,25,40,14,552,-0.171271,0.101289
YBR223C,N,329,311,0,8.14,108,25,18,39,40,15,0.42,-0.431066,0.104779
YBR225W,N,329,242,0,8.27,141,58,28,49,72,13,436,-0.667667,0.084444
YBR228W,N,178,129,0,9.31,114,14,15,23,29,9,414,-0.53125,0.101974
YBR229C,N,327,129,0,6.11,167,61,26,56,57,24,485,-0.335849,0.128931
YBR230C,N,2128,327,0,8.94,177,6,3,4,12,1,534,-0.224627,0.08209
YBR231C,N,337,2128,0,4.85,114,24,20,38,26,1,452,-1.11683,0.056106
YBR233W,N,337,307,0,7.69,132,22,16,23,23,9,468,-0.334625,0.046005
YBR234C,Y,308,176,0,7.03,197,21,10,19,25,3,0.52,-0.220573,0.101562
YBR235W,N,308,119,0,8.64,124,49,48,39,56,27,435,0.106429,0.096429
YBR236C,Y,275,119,0,8.06,159,23,19,39,35,9,459,-0.677752,0.112385
YBR237W,Y,275,588,6,8.16,131,52,35,83,98,17,438,-0.640872,0.061249
YBR238C,N,1051,588,1,7.52,0.24,36,35,32,37,21,546,-0.553078,0.099863
YBR239C,N,546,1051,1,8.41,132,21,17,31,35,15,473,-0.455576,0.079395
YBR240C,N,746,546,0,8.48,0.1,26,24,18,31,12,0.41,-0.373333,0.091111
YBR241C,N,614,746,16,7.17,108,12,19,19,14,12,0.46,0.366598,0.122951
YBR242W,N,614,60,1,6.89,146,16,9,20,23,5,476,-0.480672,0.092437
YBR243C,Y,734,60,0,8.4,133,18,5,13,21,15,431,0.58817,0.129464
YBR244W,N,734,133,2,8.82,198,9,11,10,22,2,509,-0.441975,0.12963
YBR245C,N,51,133,9,6.61,192,82,46,108,119,20,483,-0.742073,0.087688
YBR246W,N,51,249,0,5.16,121,34,15,15,21,9,387,-0.202067,0.087855
YBR247C,Y,351,249,0,4.66,195,42,19,49,38,7,496,-0.633126,0.091097
YBR248C,N,416,351,0,5.24,0.16,34,16,43,43,6,491,-0.339674,0.096014
YBR249C,N,1038,416,1,6.93,527,20,14,22,23,8,764,-0.265135,0.048649
YBR250W,N,1038,785,0,7.45,145,26,16,38,46,9,442,-0.340153,0.108987
YBR252W,Y,297,215,0,7.53,183,11,7,4,8,3,549,-0.005442,0.054422
YBR253W,Y,215,100,0,4.42,97,7,8,13,8,5,409,-0.334711,0.041322
YBR254C,Y,192,100,0,7.06,0.1,10,7,7,9,5,379,-0.413714,0.114286
YBR255W,N,192,77,0,10.49,111,30,27,45,53,15,404,-0.788761,0.060519
YBR256C,Y,782,311,0,4.9,161,14,11,15,14,5,543,-0.094118,0.067227
YBR257W,Y,782,9,0,10,126,22,14,15,34,5,401,-0.612903,0.096774
YBR258C,N,224,9,0,4.84,144,10,6,19,17,4,0.46,-1.07465,0.070423
YBR259W,N,224,185,0,9.62,131,39,29,41,61,12,0.42,-0.312064,0.126453
YBR260C,N,192,185,0,8.56,153,37,28,40,59,20,483,-0.465616,0.061562
YBR261C,N,189,192,0,4.96,126,20,9,15,16,8,0.47,-0.334914,0.081897
YBR264C,N,212,33,6,7.3,68,9,9,13,17,3,345,-0.113066,0.070352
YBR265W,Y,212,296,0,6.26,0.15,15,13,23,20,6,494,-0.050312,0.1
YBR267W,N,296,276,1,5.9,167,24,23,46,37,9,528,-0.978626,0.07888
YBR270C,N,453,184,1,9.49,102,27,18,28,34,8,389,-0.492294,0.093578
YBR271W,N,453,249,0,4.7,95,29,12,38,29,4,357,-0.290215,0.078759
YBR272C,N,257,249,0,4.55,139,34,9,47,33,9,436,-0.133333,0.1
YBR273C,N,222,257,1,6.3,144,34,16,41,32,4,461,-0.865367,0.061927
YBR274W,N,222,178,6,6.21,152,36,22,30,37,10,446,-0.264896,0.092979
YBR275C,N,514,178,0,6.53,123,107,77,145,152,41,405,-0.437161,0.066284
YBR276C,N,250,514,0,7.07,116,41,35,41,44,16,411,-0.22342,0.08798
YBR278W,N,250,357,0,4.35,118,17,8,30,18,2,422,-0.758209,0.039801
YBR279W,N,357,189,0,4.63,184,51,17,51,49,12,484,-1.07596,0.05618
YBR280C,N,272,189,0,6.24,124,34,18,36,31,9,428,-0.468289,0.100471
YBR281C,N,633,272,0,5.3,174,47,41,54,51,8,492,-0.223121,0.088838
YBR283C,N,823,262,1,8.18,0.27,15,22,18,22,5,602,0.62,0.104082
YBR284W,N,823,289,2,6.69,112,42,34,48,49,18,397,-0.336387,0.129235
YBR285W,N,289,265,0,7.95,165,12,3,10,13,3,447,-0.897917,0.090278
YBR286W,N,265,257,0,5.04,344,38,17,35,40,8,0.65,-0.415829,0.115456
YBR287W,N,257,157,0,4.64,188,13,19,24,14,11,539,0.440047,0.100703
YBR288C,N,203,157,0,6.67,123,30,24,27,35,7,392,-0.323603,0.095238
YBR289W,N,203,206,0,8.5,119,42,151,37,37,14,455,-0.907956,0.051934
YBR290W,N,206,116,0,4.52,106,22,19,25,15,7,388,-0.547041,0.084112
YBR293W,N,2432,804,1,10.53,87,9,13,7,20,10,391,0.653586,0.111814
YBR294W,N,804,1033,2,6.77,0.13,43,18,43,50,11,434,0.033877,0.116414
YBR295W,N,1033,298,1,7.42,146,54,31,76,77,19,484,-0.029359,0.056743
YBR296C,N,1600,298,0,6.41,254,24,15,20,24,15,603,0.373345,0.111498
YBR297W,N,280,701,3,7.45,124,34,14,23,33,11,407,-0.186752,0.115385
YBR298C,N,559,701,5,5.55,164,26,18,36,36,18,495,0.095114,0.123778
YBR299W,N,94,1951,6,5.51,227,45,17,43,46,8,531,-0.669692,0.150685
YBR301W,N,1951,920,19,5.04,657,5,4,5,3,3,836,0.254167,0.091667
YCL001W,N,239,597,0,8.63,237,8,6,10,11,10,511,0.055319,0.154255
YCL002C,N,239,172,0,9.13,95,5,8,4,11,7,358,0.670916,0.175299
YCL004W,Y,313,172,0,10.5,125,22,24,19,42,5,415,-0.330134,0.111324
YCL005W,N,654,313,0,8.07,95,14,9,6,8,7,385,0.103125,0.105469
YCL008C,N,120,415,0,5.53,101,25,26,17,12,13,439,-0.311948,0.05974
YCL010C,N,268,212,0,5.23,104,15,8,26,17,5,418,-0.695367,0.073359
YCL011C,N,212,879,1,6.16,168,38,12,33,17,9,466,-0.961124,0.096019
YCL014W,N,517,879,0,6.07,141,117,48,128,163,15,433,-0.651345,0.077628
YCL016C,N,517,350,0,6.45,119,25,15,30,32,11,0.46,-0.341842,0.094737
YCL024W,N,1242,1344,20,9.4,114,68,31,71,94,10,404,-0.629605,0.058824
YCL025C,N,1242,845,16,7.43,245,20,21,24,24,15,593,0.30605,0.119328
YCL027W,N,435,63,0,9.7,105,24,21,25,41,11,411,-0.603711,0.080078
YCL028W,N,228,435,0,6.63,185,8,77,8,7,14,563,-1.13728,0.074074
YCL029C,N,228,265,0,5.81,133,28,44,44,33,12,464,-1.03659,0.061364
YCL030C,N,265,365,0,5.04,269,45,36,67,63,14,591,-0.188235,0.065081
YCL031C,Y,365,193,0,9.55,159,18,11,21,35,7,438,-0.638721,0.097643
YCL032W,N,158,193,0,5.22,0.12,30,20,20,22,10,464,-0.663295,0.046243
YCL033C,N,158,53,0,9.39,0.12,9,3,8,12,4,472,-0.648214,0.095238
YCL034W,N,484,53,0,5.25,97,29,18,22,17,5,417,-0.682768,0.081921
YCL035C,N,484,114,1,4.83,194,5,5,12,8,2,574,-0.248182,0.054545
YCL036W,N,347,114,1,8.76,95,32,21,40,44,16,396,-0.488693,0.09364
YCL037C,N,347,846,1,9.7,285,13,32,33,35,7,624,-1.02235,0.057604
YCL038C,N,846,58,0,8.59,121,22,16,14,25,13,444,0.498864,0.13447
YCL039W,N,304,58,0,6.11,132,50,37,35,42,15,465,-0.335839,0.096644
YCL040W,N,616,304,3,6.14,158,32,19,33,32,14,521,-0.22,68
YCL042W,N,362,1701,0,11.35,0.06,2,1,3,7,2,366,-0.752101,0.07563
YCL043C,Y,362,288,1,4.22,404,45,19,48,35,9,695,-0.248276,0.10728
YCL045C,N,205,185,0,5.06,165,57,26,44,52,13,0.46,-225,0.102632
YCL047C,N,185,104,0,8,112,16,13,14,22,6,378,-0.201938,0.104651
YCL048W,N,1440,104,3,6.27,168,23,18,30,32,7,0.5,-0.123974,0.073434
YCL049C,N,1440,984,0,4.52,143,23,12,21,17,7,475,-0.448397,0.121795
YCL050C,N,984,219,1,4.77,331,19,11,29,26,10,631,-0.44891,0.093458
YCL051W,N,471,219,0,8.09,121,39,26,30,37,15,407,-0.874786,0.060034
YCL052C,Y,471,168,0,5.44,132,30,11,32,26,8,414,-0.46226,0.098558
YCL054W,Y,2512,168,0,8.2,253,73,29,82,112,25,543,-0.88918,0.060642
YCL055W,N,569,2512,0,8.61,167,18,18,18,24,7,0.5,-0.55403,0.089552
YCL056C,N,569,18,0,10.3,94,7,2,5,17,2,355,0.272222,0.097222
YCL059C,Y,143,322,0,10.18,215,18,11,31,40,10,0.53,-0.762658,0.079114
YCL061C,N,322,254,0,5.03,144,101,52,111,119,15,421,-1.07673,0.044708
YCL063W,N,409,254,0,8.6,122,23,28,28,26,8,418,-0.808038,0.056738
YCL064C,N,409,1988,0,9.01,159,17,15,16,29,7,493,-0.049167,75
YCL069W,N,1379,420,2,9.83,123,15,13,10,24,14,446,0.610699,0.122271
YCR002C,N,271,3355,3,5.55,169,18,13,29,16,4,478,-0.380435,0.086957
YCR004C,N,627,403,2,8.34,199,9,6,18,24,3,546,-0.22834,0.08502
YCR005C,N,3682,627,2,6.34,186,28,17,30,32,8,0.48,-0.333044,0.095652
YCR007C,N,1739,3682,6,5.03,134,14,8,15,15,5,424,-0.101674,0.142259
YCR008W,N,1739,463,8,9.89,146,25,17,32,52,19,433,-0.593035,0.069652
YCR009C,N,730,463,0,6.57,0.21,23,16,19,27,3,513,-0.551698,0.086792
YCR010C,N,599,730,2,4.88,212,10,6,11,7,5,0.56,0.351237,0.14841
YCR011C,N,872,599,5,4.87,0.14,65,29,61,59,17,436,-0.000858,0.102002
YCR012W,Y,872,188,0,7.77,815,26,8,29,42,4,905,-0.10601,0.067308
YCR014C,N,283,188,0,7.95,149,37,21,52,64,9,436,-0.570103,0.103093
YCR015C,N,1463,283,0,7.33,157,23,10,18,32,5,443,-0.414827,0.100946
YCR016W,N,1463,266,0,8.32,164,19,15,36,48,2,466,-1.08138,0.065517
YCR017C,N,603,266,0,6.22,155,41,25,41,34,24,476,0.250577,0.149003
YCR019W,N,3933,83,0,6.19,0.11,30,8,17,25,7,399,-0.271901,0.104683
YCR020C-A,N,223,170,0,5.09,0.14,6,2,5,4,7,432,0.404545,0.011364
YCR021C,N,1430,550,2,4.96,0.23,15,8,18,10,7,551,0.355422,0.138554
YCR023C,N,370,1430,0,7.34,133,27,24,25,21,16,428,0.069722,0.124386
YCR024C-A,N,1043,79,0,12.09,672,0,3,0,1,1,868,1.0275,0.1
YCR026C,N,1030,1043,0,4.32,118,69,18,56,37,18,0.41,-0.533288,0.115903
YCR027C,N,2886,1030,0,5.92,91,11,6,16,14,5,384,-0.164593,0.066986
YCR028C,N,525,2886,2,7.2,0.13,23,15,23,20,20,447,0.178125,0.134766
YCR030C,N,1061,385,0,9.17,167,34,46,56,55,9,498,-0.618736,0.063218
YCR031C,N,1299,1061,1,11.43,805,8,4,4,9,3,866,-0.373723,0.036496
YCR032W,N,1299,465,0,6.41,121,116,74,143,159,42,409,-0.156345,0.118136
YCR033W,N,465,422,0,9.95,0.12,59,39,101,108,17,403,-0.997961,0.064437
YCR034W,N,422,198,2,10.35,239,7,12,9,17,5,549,0.358501,0.158501
YCR035C,Y,278,198,0,4.71,147,26,7,37,22,8,479,-0.233756,0.055838
YCR036W,N,278,115,0,5.04,0.16,18,13,28,23,6,517,-0.243544,0.078078
YCR037C,N,435,115,2,6.24,168,46,27,53,65,25,502,0.089274,0.095341
YCR043C,N,232,863,0,5.17,169,12,2,5,10,3,458,-0.129134,0.173228
YCR044C,N,184,232,0,6.85,137,18,13,16,13,10,482,0.197199,0.184874
YCR045C,N,303,184,2,5.15,119,28,16,35,28,8,463,-0.326273,0.107943
YCR047C,N,383,294,0,9.69,75,19,14,16,25,8,0.4,-0.543273,0.076364
YCR048W,N,383,309,1,8.27,114,22,22,34,35,21,466,0.035738,0.167213
YCR051W,N,309,254,0,4.34,141,21,8,25,9,8,493,-0.708108,0.04955
YCR052W,Y,254,251,1,4.53,0.13,45,23,33,30,8,0.46,-0.744306,0.062112
YCR053W,N,251,134,0,5.39,404,32,19,36,43,7,682,-0.28035,0.101167
YCR054C,Y,389,134,0,4.67,155,40,23,44,34,11,449,-0.197513,0.101243
YCR057C,Y,225,389,0,4.79,162,75,34,61,52,13,478,-0.359263,0.104009
YCR059C,N,168,225,0,4.36,147,24,11,22,10,9,502,-0.285271,0.089147
YCR060W,N,168,828,0,6.51,76,3,14,9,6,3,407,-0.489189,0.081081
YCR061W,N,828,859,0,6.06,0.12,30,14,23,16,22,477,0.214104,0.131537
YCR063W,N,859,518,0,10.19,0.13,8,9,10,20,2,474,-0.852229,0.082803
YCR065W,N,518,495,0,7.36,138,31,24,38,42,9,453,-0.803369,0.072695
YCR066W,N,495,161,0,7.55,146,31,22,34,41,16,441,-0.755852,0.059548
YCR067C,N,891,161,0,4.45,134,56,21,71,45,16,462,-0.175775,0.061033
YCR068W,N,891,278,0,5.33,121,29,9,38,22,13,455,-0.305769,0.105769
YCR069W,N,278,91,1,6.9,181,20,8,18,26,7,477,-0.294025,0.103774
YCR072C,Y,236,261,2,9.25,169,36,15,15,41,10,497,-0.425437,0.075728
YCR073C,N,379,236,6,7.74,129,78,50,85,101,49,447,-0.303231,0.098422
YCR075C,N,159,122,0,8.93,88,12,10,2,9,12,382,0.336154,0.157692
YCR076C,N,192,90,0,4.73,84,15,9,16,12,7,375,-518,0.08
YCR077C,N,216,192,0,8.02,181,40,60,44,47,25,527,-0.489824,0.069095
YCR079W,N,216,197,0,7,88,33,16,20,29,7,393,-0.415837,0.090498
YCR081W,N,197,228,0,6.47,155,86,63,85,115,37,458,-0.166924,0.113525
YCR082W,N,228,308,0,4.6,159,13,11,9,9,1,496,-0.510156,0.101562
YCR084C,N,939,349,1,5.47,181,43,61,36,36,8,521,-0.62791,0.054698
YCR086W,N,939,41,0,4.92,87,13,15,16,20,2,385,-0.636316,0.089474
YCR088W,N,600,587,0,4.41,238,47,20,75,59,5,558,-1.04206,0.060811
YCR089W,N,587,51,0,4.62,132,32,56,57,42,15,0.48,-0.091485,0.058421
YCR090C,N,1540,51,0,4.59,164,15,3,17,18,5,429,-0.332967,0.098901
YCR091W,N,1540,197,14,8.62,129,40,22,45,58,16,424,-0.653195,0.079167
YCR092C,N,209,197,5,7.41,117,64,34,74,87,25,394,-0.309647,0.079274
YCR093W,Y,209,318,0,6.4,169,111,130,127,134,44,487,-0.089279,0.086338
YCR094W,N,318,232,2,7.73,0.13,24,15,22,33,7,421,-0.421483,0.117647
YCR095C,N,3920,232,0,8.78,108,20,10,28,34,3,383,-0.510497,0.093923
YCR098C,N,2226,2727,0,8.64,193,18,7,25,30,17,0.53,0.267568,0.123552
YCR099C,N,1182,2226,0,4.74,156,16,3,16,17,5,436,-0.611613,0.083871
YCR100C,N,260,2665,0,4.72,0.12,24,11,15,13,2,408,-0.312658,0.110759
YCR101C,N,1330,260,0,4.51,105,13,1,15,9,2,379,-0.128571,0.137363
YCR102C,N,2333,1330,2,6.72,0.2,20,13,22,27,1,547,-0.124728,0.078804
YCR105W,N,894,802,1,7.3,187,18,8,23,29,9,522,-0.055956,0.074792
YCR106W,N,802,433,1,5.81,123,43,40,60,53,26,403,-0.156491,0.09976
YCR107W,N,433,1015,4,6.81,145,21,11,25,26,8,0.45,-0.352893,0.107438
YDL001W,N,405,943,0,5.46,0.14,30,22,39,28,10,445,-0.559302,0.081395
YDL002C,N,405,583,0,8.06,103,14,7,26,24,5,401,-1.19557,0.054187
YDL003W,Y,1171,583,0,4.35,136,42,22,58,31,13,0.44,-0.646113,0.056537
YDL005C,N,719,259,0,4.2,168,32,26,34,27,9,485,-1.26288,0.046404
YDL007W,Y,4052,548,7,5.9,155,28,17,42,44,14,463,-0.49405,0.045767
YDL008W,Y,471,4052,0,4.58,189,16,8,13,6,3,491,-0.510909,0.078788
YDL010W,N,812,471,1,6.32,109,8,10,21,20,5,0.44,-0.412121,0.069264
YDL012C,N,812,181,0,4.7,133,3,27,2,1,2,476,-1.14299,0.130841
YDL013W,N,719,181,0,6.66,112,50,26,53,25,10,399,-0.903554,0.058158
YDL014W,Y,429,719,0,11.03,492,12,6,20,18,8,742,-0.412232,0.058104
YDL015C,Y,429,269,0,10.38,0.24,12,8,10,25,4,542,0.039355,0.2
YDL017W,Y,698,269,0,5.72,0.13,35,18,36,37,13,409,-0.455029,0.110454
YDL018C,N,698,1318,0,6.84,141,14,12,18,13,3,471,-0.520444,0.124444
YDL019C,N,1318,954,2,6.81,148,90,51,103,123,15,444,-0.747077,0.075604
YDL020C,N,954,224,0,5.14,141,40,22,39,34,7,429,-0.911299,0.077213
YDL021W,N,952,224,2,6.53,172,19,16,28,27,6,0.47,-0.697106,0.083601
YDL022W,N,1967,952,1,5.26,0.46,17,13,33,22,6,744,-0.074424,0.079284
YDL024C,N,1967,1244,4,5.28,124,26,12,28,23,6,407,-0.360043,0.134615
YDL025C,N,1244,386,6,8.38,154,38,18,33,50,12,0.46,-0.714677,0.066129
YDL027C,N,386,403,0,10.73,119,12,12,20,45,9,412,-0.145952,0.133333
YDL028C,Y,403,358,1,9.59,113,49,25,46,56,19,398,-0.728534,0.069372
YDL029W,Y,210,358,3,5.59,209,26,13,28,21,13,525,-0.250384,0.089514
YDL030W,Y,332,210,0,6.41,134,31,25,61,49,11,435,-0.844528,0.107547
YDL031W,Y,304,332,4,10.09,192,71,43,74,111,24,496,-0.743216,0.075377
YDL035C,N,601,270,0,7.08,122,58,26,49,68,18,395,-0.584183,0.117586
YDL037C,N,1925,519,0,4.58,231,19,15,2,11,3,0.56,-0.53628,0.091463
YDL038C,N,519,891,0,3.96,193,37,15,8,4,4,549,-0.12247,0.020583
YDL039C,N,2267,547,0,5.5,156,2,2,4,3,3,486,0.287826,0.052174
YDL040C,N,547,428,0,9.45,197,59,36,60,96,16,504,-0.577869,0.112412
YDL042C,N,428,276,2,8.58,148,34,17,26,49,13,451,-0.299644,0.08363
YDL043C,Y,276,390,0,8.18,153,14,15,21,28,4,454,-0.681955,0.075188
YDL045C,Y,358,152,0,5.05,135,16,14,23,13,5,456,-0.352941,0.137255
YDL046W,N,532,486,0,4.18,228,9,3,18,8,1,587,0.022544,0.075145
YDL047W,N,1557,532,5,5.17,133,18,13,23,15,8,492,-0.203537,0.115756
YDL048C,N,1557,864,0,9.47,141,23,16,16,34,6,463,-0.718163,0.067347
YDL049C,N,864,288,1,9.77,121,12,10,7,14,8,461,-0.132463,0.108209
YDL051W,N,368,288,0,9.02,0.25,15,12,33,31,3,557,-1.02473,0.087273
YDL052C,N,368,415,0,10.41,213,10,9,13,29,10,552,-0.00198,0.089109
YDL053C,N,415,413,0,11.15,127,5,14,4,21,3,422,-0.923784,0.048649
YDL054C,N,413,3065,0,9.67,94,12,14,9,18,11,395,0.539712,0.117284
YDL055C,Y,3065,295,0,6.29,0.6,19,5,25,30,6,815,0.003047,0.069252
YDL056W,N,456,295,0,10.08,132,39,59,49,63,20,437,-0.693998,0.058824
YDL057W,N,396,456,0,7.43,104,16,12,18,16,6,403,-0.266768,0.091463
YDL058W,Y,711,396,13,4.7,172,112,89,256,204,26,477,-0.808547,0.050838
YDL059C,N,711,251,0,9.1,107,11,8,15,22,2,408,-0.57437,0.096639
YDL060W,Y,820,251,0,5.55,182,59,31,73,67,15,493,-0.630965,0.096447
YDL061C,N,820,493,1,10.8,0.76,2,2,2,4,1,889,-0.903571,125
YDL063C,N,493,201,0,4.93,121,35,32,41,37,12,419,-0.127903,0.072581
YDL064W,Y,185,201,2,9.98,0.17,8,9,9,17,2,0.44,-0.79172,0.11465
YDL065C,N,185,127,0,4.1,151,37,18,48,31,13,426,-1.10486,0.042857
YDL070W,N,577,179,1,6.04,162,49,17,50,60,16,444,-0.838715,0.065831
YDL072C,N,577,268,0,7.19,176,12,8,12,14,4,513,0.219212,0.08867
YDL073W,N,463,268,0,7.9,135,52,34,65,82,20,0.42,-0.346138,0.10061
YDL074C,N,463,1058,0,6.38,141,49,29,78,82,8,425,-805,0.048571
YDL075W,N,673,1058,1,10.8,737,5,2,10,13,2,845,-0.515929,0.061947
YDL076C,N,673,547,0,6.52,118,17,14,19,17,2,412,-0.790136,0.108844
YDL077C,N,547,582,0,7.04,156,71,35,73,91,22,443,-0.439561,0.105815
YDL078C,N,582,608,2,10,154,15,11,20,31,7,512,-0.023032,0.058309
YDL079C,N,608,479,7,8.04,143,34,16,33,47,10,451,-0.477645,0.085828
YDL080C,N,479,519,4,6.33,103,27,29,34,31,15,421,-0.118062,0.100164
YDL081C,N,519,413,0,3.61,714,8,1,15,5,2,825,-0.024528,0.056604
YDL082W,N,634,413,1,11.79,652,6,9,14,20,1,812,-0.734171,0.060302
YDL083C,N,634,348,1,11.08,764,5,6,6,17,1,866,-0.344056,0.083916
YDL084W,Y,388,348,12,5.29,374,30,20,41,31,6,0.63,-0.406502,0.076233
YDL086W,N,413,229,0,6.31,179,19,13,15,13,4,543,-0.217582,0.10989
YDL087C,Y,413,210,0,9.91,91,13,19,20,21,10,382,-0.637165,0.061303
YDL088C,N,210,142,1,8.04,139,27,33,20,27,8,454,-0.929167,0.073864
YDL089W,N,490,142,0,9.79,145,26,19,28,38,10,445,-0.509711,0.13843
YDL090C,N,490,274,1,6.35,123,26,14,26,25,8,433,-0.260093,0.092807
YDL091C,N,274,170,0,6.32,138,27,35,35,20,8,437,-0.704396,0.083516
YDL092W,Y,640,170,0,10.51,145,7,4,9,23,3,437,-0.829452,0.075342
YDL093W,N,396,640,6,7.84,155,21,17,37,38,12,473,0.162315,0.154778
YDL095W,N,363,396,6,6.68,227,36,25,45,44,22,561,-0.002448,0.137087
YDL097C,Y,363,225,0,6.22,154,28,21,35,43,10,0.47,-0.379493,0.092166
YDL098C,Y,225,136,0,8.73,121,16,6,15,23,4,0.37,-0.797938,0.097938
YDL099W,N,242,136,0,4.36,143,25,22,51,37,7,432,-1.29179,0.026393
YDL100C,N,242,263,0,4.7,322,25,17,25,24,13,628,-0.30339,0.070621
YDL101C,N,263,141,11,7.88,148,35,31,31,45,4,461,-0.541715,0.083821
YDL102W,Y,290,141,0,7.96,176,71,40,63,84,26,476,-0.326253,0.092981
YDL103C,Y,290,271,0,7.42,177,28,18,36,48,7,497,-0.457023,0.090147
YDL104C,N,271,55,0,7.67,114,26,13,21,23,10,402,-0.152088,0.07371
YDL105W,Y,487,55,0,10.1,149,27,21,27,36,11,455,-0.841294,0.067164
YDL106C,N,487,245,0,4.76,148,54,34,24,26,9,425,-0.971735,0.067979
YDL108W,Y,496,221,8,6.87,115,19,9,19,20,13,0.41,-0.198039,0.104575
YDL109C,N,496,293,2,8.18,128,38,20,34,53,14,0.44,-0.279289,0.094281
YDL110C,N,293,401,0,4.42,143,16,4,15,10,4,527,-0.771333,0.04
YDL111C,Y,401,87,0,5.19,116,19,5,13,16,4,408,0.076603,0.067925
YDL112W,N,359,87,0,5.99,147,90,48,93,115,26,442,-0.108844,0.107242
YDL113C,N,359,102,1,6.98,141,28,22,62,58,13,0.45,-0.806406,0.067188
YDL114W,N,886,102,1,10.28,99,11,6,13,23,8,401,-0.076299,0.074675
YDL115C,N,886,248,0,4.43,133,46,13,38,27,2,383,-1.0779,0.076487
YDL116W,N,327,248,0,4.58,0.15,42,30,72,42,11,467,-0.219559,0.089532
YDL117W,N,968,327,0,9.64,136,39,24,58,72,20,432,-0.536045,0.098305
YDL119C,N,968,241,0,10.76,93,6,7,12,19,8,372,-0.027687,0.107492
YDL121C,N,340,151,0,8.91,151,13,2,12,20,1,446,-0.615436,0.100671
YDL122W,N,711,151,0,4.63,189,57,32,93,62,12,487,-0.783189,0.082818
YDL123W,N,220,711,0,6.45,117,4,9,4,1,2,467,-0.022143,0.128571
YDL124W,N,652,220,5,6.1,197,16,18,24,28,4,0.53,-0.379487,0.108974
YDL125C,N,652,354,0,6.95,231,11,4,10,17,4,569,-0.193671,0.075949
YDL126C,Y,354,389,21,4.66,307,69,20,73,49,23,602,-0.366467,0.058683
YDL127W,N,1039,389,2,10.52,0.13,13,6,16,29,5,467,-0.469805,0.074675
YDL128W,N,752,1039,0,5.54,163,14,12,16,12,12,494,0.705353,0.094891
YDL129W,N,496,752,0,10.28,97,11,5,31,28,3,385,-0.95189,0.04811
YDL130W,N,474,496,0,3.68,713,11,0,11,5,2,854,0.049057,0.066038
YDL131W,N,641,455,1,6.25,329,37,8,24,33,6,642,-0.233182,0.068182
YDL132W,Y,563,641,1,8.78,158,45,31,59,77,22,471,-0.409325,0.09816
YDL133W,N,625,563,0,9.14,133,21,18,26,32,4,431,-0.42357,0.09611
YDL134C,N,952,373,5,4.46,146,33,18,23,12,11,459,-0.452033,0.097561
YDL135C,N,373,312,0,5.89,0.2,14,6,20,26,1,497,-0.644555,0.094059
YDL136W,N,525,312,1,11.36,759,2,11,8,22,1,891,-0.79,0.05
YDL137W,N,885,525,5,7.46,387,7,6,14,9,6,0.7,-0.274033,0.099448
YDL138W,N,1304,885,6,5.95,119,31,24,30,26,14,452,0.069987,0.099607
YDL139C,Y,1304,813,0,6.65,0.14,25,1,23,32,4,419,-1.18655,0.040359
YDL140C,Y,813,248,3,5.41,209,102,66,117,93,44,514,-0.398384,0.074437
YDL141W,Y,468,248,0,6.9,131,28,26,34,36,14,441,-0.165362,0.102899
YDL143W,Y,263,136,7,7.92,225,31,14,38,40,11,579,-0.093371,0.028409
YDL144C,N,263,485,0,6.72,118,17,12,27,22,6,477,-0.096348,0.075843
YDL145C,Y,485,345,0,5.88,237,75,52,86,79,19,543,-0.294588,0.090758
