orf_id,Essential,paralog_count,CAI,Leu,Ser,Thr,Cys,Trp,orf_size,strand_bias
b2420,N,0,"0,446",20,13,9,5,5,244,0
b2421,N,1,"0,497",24,17,19,2,3,303,1
b2422,N,13,"0,602",42,16,18,0,5,365,1
b2423,Y,0,"0,554",21,10,9,1,4,149,1
b2424,N,1,"0,533",43,21,18,2,7,277,1
b2425,N,1,"0,674",33,19,20,0,7,338,1
b2426,N,9,"0,524",25,18,17,5,2,285,1
b2427,N,2,"0,444",34,33,20,3,1,285,1
b2428,N,0,"0,541",24,16,18,7,0,298,0
b2429,N,2,"0,499",65,20,24,7,7,474,0
b2430,N,0,"0,498",41,32,37,1,9,463,0
b2431,N,0,"0,637",27,15,16,4,4,308,1
b2432,N,0,"0,523",13,19,10,4,6,191,1
b2433,N,0,"0,382",33,5,6,2,8,151,1
b2434,N,0,"0,406",19,6,10,2,2,178,1
b2435,N,0,"0,491",28,25,18,0,1,289,0
b2436,N,0,"0,505",21,11,11,4,8,299,0
b2437,N,0,"0,433",42,18,22,4,9,350,1
b2438,N,0,"0,419",22,7,7,2,2,168,1
b2439,Y,0,"0,579",19,15,13,2,1,219,1
b2440,N,0,"0,638",26,19,17,8,2,295,1
b2441,N,0,"0,596",40,23,27,9,2,467,1
b2442,N,3,"0,29",43,24,23,1,9,431,0
b2443,N,0,"0,319",19,5,13,5,3,213,0
b2444,Y,0,"0,507",12,7,2,6,0,81,0
b2445,N,0,"0,383",12,2,2,4,0,127,0
b2446,Y,0,"0,323",12,8,3,1,4,138,0
b2447,N,0,"0,486",13,10,14,2,5,197,0
b2448,N,0,"0,351",16,3,5,3,0,130,0
b2450,Y,0,"0,446",21,6,5,4,5,279,0
b2451,N,0,"0,508",56,25,30,5,3,467,1
b2452,N,0,"0,602",46,15,13,4,3,408,1
b2453,N,2,"0,506",43,28,30,10,2,404,1
b2454,N,0,"0,537",26,14,18,4,6,278,1
b2455,N,0,"0,6",39,19,30,5,3,467,1
b2456,Y,0,"0,485",7,6,4,3,1,95,1
b2457,N,0,"0,67",10,5,4,2,0,111,1
b2458,N,0,"0,47",38,19,11,6,2,338,1
b2459,N,0,"0,508",38,17,15,4,4,267,1
b2460,N,0,"0,653",15,19,15,2,4,233,1
b2461,N,0,"0,375",16,8,12,0,1,159,1
b2462,N,0,"0,387",16,7,8,1,0,135,1
b2463,N,1,"0,642",65,34,29,9,1,759,1
b2464,N,1,"0,503",31,17,13,4,4,316,0
b2465,N,1,"0,536",57,31,35,4,12,667,0
b2466,N,0,"0,406",44,19,23,6,11,347,1
b2467,N,0,"0,541",21,7,14,2,1,191,1
b2468,N,1,"0,532",44,29,31,28,7,659,1
b2469,N,1,"0,438",85,44,28,4,5,566,0
b2470,N,6,"0,523",110,67,64,4,11,1037,0
b2471,Y,0,"0,497",14,5,9,2,3,118,0
b2472,Y,0,"0,476",35,14,21,5,6,375,0
b2473,N,0,"0,517",18,14,11,0,3,240,1
b2474,N,0,"0,364",95,33,37,9,19,671,1
b2475,N,0,"0,492",20,20,16,4,4,287,1
b2476,N,0,"0,699",30,10,8,3,2,237,1
b2477,N,0,"0,623",35,29,22,1,5,345,1
b2478,Y,3,"0,506",30,15,23,5,1,292,1
b2479,Y,0,"0,376",24,17,14,4,2,212,0
b2480,N,0,"0,613",15,7,7,3,2,156,0
b2481,N,2,"0,452",20,12,10,17,3,218,0
b2482,N,2,"0,402",113,47,29,9,16,672,0
b2483,N,1,"0,421",64,21,19,4,7,322,0
b2484,N,2,"0,459",78,35,25,4,10,479,0
b2485,N,0,"0,471",40,12,10,6,3,216,0
b2486,N,5,"0,43",98,35,30,8,8,526,0
b2487,N,2,"0,493",58,27,31,7,7,555,0
b2489,N,1,"0,381",21,12,13,7,4,252,0
b2490,N,1,"0,496",13,13,8,3,3,158,0
b2491,N,7,"0,382",99,43,37,9,8,663,0
b2492,N,1,"0,422",35,25,12,11,6,282,0
b2493,N,0,"0,486",58,15,10,2,10,353,1
b2495,N,0,"0,481",17,6,4,1,0,119,0
b2496,Y,0,"0,42",44,14,9,4,5,248,1
b2497,N,3,"0,509",62,23,26,4,4,429,1
b2498,N,0,"0,644",22,11,11,1,1,217,1
b2499,N,0,"0,613",33,20,16,7,5,345,0
b2500,N,0,"0,535",19,11,9,1,2,212,0
b2501,N,0,"0,508",79,39,20,2,5,688,0
b2502,N,1,"0,438",64,26,24,4,8,513,0
b2503,N,5,"0,401",106,46,29,8,13,747,1
b2507,N,0,"0,728",46,24,21,7,8,525,1
b2508,N,0,"0,762",37,27,33,5,0,488,1
b2509,N,0,"0,442",46,25,29,3,4,456,0
b2510,N,0,"0,421",7,2,1,8,0,83,1
b2511,Y,0,"0,591",47,24,24,2,3,503,1
b2512,N,0,"0,571",45,34,26,1,9,392,1
b2513,N,0,"0,569",21,13,6,0,4,206,1
b2514,Y,0,"0,581",49,16,20,5,6,424,1
b2515,Y,0,"0,613",32,19,15,5,0,372,1
b2516,N,0,"0,474",30,21,37,2,6,337,1
b2517,N,0,"0,648",30,17,21,8,4,384,1
b2518,Y,0,"0,776",9,7,9,1,0,143,1
b2519,N,2,"0,407",96,44,30,5,27,770,1
b2520,N,0,"0,494",200,108,84,3,30,1653,1
b2521,N,0,"0,431",32,15,15,2,8,334,0
b2522,N,0,"0,461",27,14,18,2,3,261,1
b2523,N,1,"0,572",48,24,28,7,10,456,1
b2525,Y,0,"0,617",10,7,5,7,1,111,1
b2526,Y,2,"0,625",67,38,29,2,1,616,1
b2527,Y,0,"0,501",26,9,9,0,2,171,1
b2529,Y,0,"0,72",6,10,3,3,1,128,1
b2530,Y,0,"0,723",36,26,18,3,4,404,1
b2531,N,0,"0,587",20,14,9,3,1,162,1
b2532,N,0,"0,557",29,12,14,3,3,246,1
b2533,Y,0,"0,755",20,9,19,1,2,267,0
b2534,N,0,"0,45",24,23,8,1,5,293,0
b2535,N,0,"0,359",68,22,26,8,4,433,0
b2536,N,0,"0,459",58,25,17,7,15,379,1
b2538,N,0,"0,525",35,24,22,10,15,453,0
b2539,Y,0,"0,463",18,9,13,1,5,172,0
b2540,Y,0,"0,45",9,5,6,5,0,106,0
b2541,N,0,"0,474",32,17,14,4,2,270,0
b2542,N,0,"0,429",49,16,20,6,10,400,0
b2543,N,0,"0,35",18,4,8,1,3,164,0
b2544,N,0,"0,441",26,19,17,6,11,290,1
b2545,N,1,"0,56",32,17,14,11,5,364,1
b2546,N,5,"0,485",55,23,13,3,3,332,1
b2547,N,9,"0,489",54,30,26,4,5,503,1
b2548,N,0,"0,462",24,17,20,4,1,327,1
b2549,N,0,"0,508",123,50,49,19,35,1124,1
b2550,N,0,"0,445",40,27,21,12,12,399,0
b2551,Y,0,"0,794",31,17,18,3,3,417,1
b2552,N,0,"0,596",34,15,21,2,6,396,0
b2553,N,1,"0,608",4,0,9,1,0,112,1
b2554,N,7,"0,489",58,25,20,2,2,444,1
b2556,N,0,"0,409",73,45,18,6,6,496,1
b2557,N,0,"0,642",125,62,63,14,18,1295,1
b2558,N,0,"0,492",53,32,29,0,6,472,0
b2559,Y,0,"0,464",14,7,8,3,3,178,1
b2560,N,0,"0,413",33,10,10,3,7,190,1
b2562,N,0,"0,483",4,2,6,8,1,86,0
b2563,Y,0,"0,429",13,3,5,1,3,126,1
b2564,Y,0,"0,633",21,2,15,4,0,243,1
b2565,N,0,"0,444",33,16,18,2,2,242,1
b2566,Y,0,"0,628",27,16,14,1,3,301,1
b2567,Y,0,"0,459",31,14,11,2,1,226,1
b2568,Y,0,"0,542",24,17,19,3,6,324,1
b2569,N,1,"0,653",60,31,28,10,2,599,1
b2570,N,0,"0,416",21,18,5,6,3,159,1
b2571,N,0,"0,421",34,34,19,1,4,318,1
b2572,N,0,"0,457",18,14,12,1,4,216,1
b2574,N,2,"0,442",52,29,30,9,8,540,0
b2575,N,0,"0,432",30,17,17,9,6,285,1
b2577,N,0,"0,355",31,20,16,10,0,308,1
b2578,N,0,"0,403",30,15,14,3,7,195,0
b2579,Y,0,"0,782",11,6,7,1,1,127,1
b2580,N,0,"0,432",24,12,12,1,6,229,0
b2581,N,0,"0,636",20,20,18,4,7,345,1
b2582,Y,0,"0,474",9,6,6,6,3,139,0
b2583,N,0,"0,385",28,13,16,6,2,240,0
b2584,N,0,"0,429",119,61,39,8,11,886,0
b2585,Y,0,"0,49",53,16,14,4,7,452,0
b2586,N,0,"0,4",6,14,3,0,6,90,0
b2587,N,4,"0,366",56,34,27,7,9,432,1
b2592,N,2,"0,573",102,39,32,3,2,857,1
b2593,N,0,"0,454",19,13,12,8,5,243,1
b2594,Y,1,"0,543",26,8,19,1,3,326,1
b2595,N,0,"0,533",22,12,13,1,2,245,0
b2597,N,0,"0,507",9,4,8,0,1,113,0
b2599,N,0,"0,457",50,25,23,4,2,386,0
b2600,N,0,"0,481",47,20,5,3,5,373,1
b2601,N,2,"0,526",34,27,15,5,3,356,1
b2602,N,0,"0,354",12,11,9,3,2,134,0
b2603,N,0,"0,338",22,16,8,4,1,172,0
b2604,N,0,"0,429",50,27,30,2,6,408,0
b2605,N,0,"0,356",15,12,13,1,2,160,0
b2606,Y,0,"0,723",6,8,4,0,1,115,1
b2607,Y,0,"0,398",28,14,12,2,5,255,1
b2608,Y,0,"0,526",16,11,8,2,6,185,1
b2609,Y,0,"0,734",4,3,3,0,1,82,1
b2610,Y,1,"0,608",44,17,18,1,0,453,1
b2611,N,0,"0,427",49,16,13,3,7,288,0
b2614,Y,0,"0,665",16,7,8,0,0,197,1
b2615,Y,0,"0,448",34,19,18,6,2,292,0
b2616,N,0,"0,499",76,32,30,7,2,553,0
b2618,Y,0,"0,364",10,5,5,0,0,102,1
b2619,Y,0,"0,375",16,11,11,2,1,158,1
b2620,N,0,"0,541",14,8,7,2,4,160,0
b2622,N,3,"0,375",38,28,23,2,9,413,0
b2627,N,0,"0,386",79,49,40,5,5,729,1
b2628,N,0,"0,377",55,40,25,10,7,538,1
b2629,N,0,"0,325",7,9,4,0,1,87,1
b2630,N,0,"0,334",39,22,25,3,2,357,0
b2632,N,2,"0,387",31,20,14,5,4,287,0
b2633,N,1,"0,414",28,17,16,3,3,273,0
b2634,N,1,"0,366",33,14,10,6,2,233,0
b2635,N,0,"0,373",12,10,10,2,2,130,0
b2637,N,1,"0,382",8,14,11,2,3,155,0
b2638,N,0,"0,422",9,9,5,3,0,104,1
b2639,N,0,"0,486",24,9,16,1,5,172,1
b2642,N,0,"0,254",71,48,26,6,2,567,0
b2646,Y,2,"0,394",14,7,9,1,2,109,0
b2647,N,0,"0,381",99,131,169,5,10,1569,1
b2650,Y,0,"0,333",17,15,3,4,1,160,1
b2658,N,0,"0,24",9,4,5,0,1,90,0
b2659,N,0,"0,474",46,19,15,2,5,360,0
b2661,N,8,"0,643",42,18,21,6,5,482,0
b2662,N,6,"0,589",41,15,18,8,1,426,0
b2663,N,8,"0,419",60,38,22,5,16,466,0
b2664,N,0,"0,401",32,13,11,2,4,226,0
b2665,Y,0,"0,532",9,8,9,0,1,149,1
b2667,N,0,"0,359",14,10,6,2,0,99,0
b2668,Y,0,"0,36",24,8,4,2,2,174,0
b2669,N,1,"0,57",13,7,8,0,2,134,1
b2670,N,0,"0,52",12,14,2,3,3,149,0
b2671,N,0,"0,395",10,6,6,1,0,114,1
b2673,Y,0,"0,558",4,3,3,2,1,81,0
b2674,Y,0,"0,453",10,8,4,1,2,136,0
b2675,N,1,"0,503",67,45,50,7,6,714,0
b2676,N,0,"0,469",37,25,15,2,8,319,0
b2677,N,17,"0,4",45,20,14,1,0,400,0
b2678,N,0,"0,517",42,15,25,1,9,354,0
b2679,N,0,"0,614",22,12,26,2,8,330,0
b2681,N,0,"0,443",52,21,21,2,10,305,0
b2682,N,0,"0,449",28,24,12,5,7,245,0
b2683,N,0,"0,44",18,6,7,2,1,111,0
b2684,N,0,"0,447",26,15,10,4,2,176,0
b2685,N,2,"0,568",36,20,30,0,5,390,0
b2686,N,4,"0,487",60,39,33,7,16,512,0
b2688,N,0,"0,545",54,30,29,9,8,518,1
b2689,N,0,"0,301",26,13,8,2,8,142,1
b2690,N,0,"0,441",20,6,8,2,3,188,1
b2697,Y,0,"0,655",76,50,42,6,8,876,1
b2698,N,0,"0,509",12,8,6,3,3,166,1
b2699,N,0,"0,758",31,20,17,3,2,353,1
b2700,N,1,"0,514",8,11,14,2,4,165,1
b2701,N,0,"0,552",33,18,20,1,8,361,1
b2702,N,0,"0,478",26,10,13,4,2,187,0
b2703,N,0,"0,527",32,18,20,4,4,319,0
b2705,N,0,"0,56",27,21,7,4,0,259,0
b2706,N,0,"0,382",13,6,5,2,2,119,0
b2707,N,5,"0,482",23,17,20,3,0,257,0
b2708,N,1,"0,591",36,17,18,3,1,308,0
b2709,N,11,"0,417",71,29,17,7,1,529,1
b2710,N,0,"0,578",36,26,33,8,11,479,0
b2711,N,1,"0,457",49,19,23,4,3,377,0
b2712,N,0,"0,488",85,26,30,24,15,750,1
b2713,N,4,"0,677",8,7,8,18,0,175,1
b2714,N,9,"0,455",34,28,15,2,2,337,1
b2715,N,2,"0,535",57,33,28,4,7,485,0
b2716,N,2,"0,563",34,28,20,7,10,474,0
b2717,Y,0,"0,561",14,2,7,2,2,156,1
b2718,N,1,"0,514",13,8,5,2,3,136,1
b2719,N,1,"0,581",23,12,8,7,3,255,1
b2720,Y,1,"0,598",13,8,10,14,2,180,1
b2721,N,2,"0,718",55,24,31,8,8,569,1
b2722,N,1,"0,624",49,18,16,2,6,307,1
b2723,N,1,"0,586",103,35,21,13,17,608,1
b2725,N,0,"0,535",13,9,6,3,2,153,1
b2727,N,0,"0,613",29,13,17,9,2,290,0
b2729,N,0,"0,556",31,15,17,13,2,373,0
b2730,N,0,"0,557",43,10,16,7,2,322,0
b2731,N,6,"0,5",93,38,37,9,5,692,0
b2732,Y,0,"0,551",8,3,2,5,2,117,1
b2733,N,0,"0,555",108,41,52,6,6,853,0
b2734,N,1,"0,352",23,14,6,0,5,218,0
b2735,N,3,"0,382",26,23,17,5,2,265,1
b2736,N,2,"0,483",28,21,16,2,2,302,0
b2737,Y,0,"0,498",37,24,25,7,3,388,0
b2738,N,0,"0,424",29,17,9,4,2,212,0
b2739,N,1,"0,41",25,6,7,2,5,258,0
b2740,N,6,"0,396",68,26,26,4,7,454,0
b2741,N,1,"0,509",44,13,17,0,3,330,1
b2742,N,0,"0,472",17,33,40,1,4,379,1
b2743,N,0,"0,401",23,6,10,1,4,208,1
b2744,N,0,"0,459",23,14,17,5,3,253,1
b2745,N,0,"0,485",38,12,16,4,9,349,1
b2746,Y,0,"0,478",16,2,9,2,1,159,1
b2747,Y,0,"0,431",27,8,17,5,2,236,1
b2748,Y,0,"0,406",14,4,5,0,2,103,1
b2749,N,0,"0,406",16,7,9,0,4,107,1
b2751,N,0,"0,567",54,28,28,2,4,475,1
b2752,N,0,"0,598",26,14,12,2,7,302,1
b2753,N,0,"0,36",32,16,23,4,3,345,0
b2754,N,0,"0,313",14,4,6,0,4,116,1
b2755,N,0,"0,35",29,15,13,4,4,305,1
b2756,N,0,"0,305",23,10,7,4,3,199,1
b2757,N,0,"0,249",28,16,18,5,4,226,1
b2758,N,0,"0,422",31,27,14,2,5,363,1
b2759,N,0,"0,261",19,6,7,2,5,160,1
b2760,N,0,"0,293",51,25,25,11,8,502,1
b2762,N,0,"0,531",32,9,12,1,7,244,1
b2763,N,0,"0,607",52,16,35,6,8,570,1
b2764,N,0,"0,569",61,31,31,2,11,599,1
b2765,N,0,"0,502",11,4,9,3,3,121,0
b2766,N,2,"0,438",64,27,19,12,9,433,0
b2767,N,0,"0,442",9,8,5,6,2,98,0
b2769,N,0,"0,444",29,16,15,5,7,297,1
b2770,N,0,"0,398",35,7,12,6,5,261,1
b2771,N,1,"0,401",83,31,34,4,13,469,1
b2774,N,6,"0,444",25,17,15,5,3,286,1
b2775,N,1,"0,461",48,39,29,7,10,425,0
b2776,N,1,"0,475",44,31,26,9,12,492,0
b2777,N,0,"0,456",23,11,18,8,5,223,1
b2778,N,0,"0,329",24,33,18,6,5,313,0
b2780,Y,0,"0,646",47,27,27,8,3,545,1
b2781,N,0,"0,528",24,7,12,3,4,263,1
b2782,N,0,"0,378",8,6,6,3,2,111,1
b2783,N,0,"0,424",8,3,3,0,3,82,1
b2784,N,1,"0,547",71,37,26,11,11,744,1
b2785,N,0,"0,411",50,27,21,7,4,433,1
b2786,N,4,"0,457",126,59,47,10,3,918,0
b2787,N,1,"0,585",39,19,28,4,8,446,1
b2788,N,1,"0,504",41,10,25,6,11,446,1
b2789,N,4,"0,532",37,32,17,3,14,450,1
b2790,N,0,"0,497",17,11,8,1,3,149,1
b2791,N,1,"0,434",32,14,13,0,6,260,1
b2792,N,0,"0,462",17,2,5,0,3,109,1
b2793,N,0,"0,379",22,8,17,4,4,181,1
b2794,N,0,"0,493",36,20,19,6,5,282,0
b2795,N,0,"0,529",50,22,12,6,2,454,0
b2796,N,4,"0,756",49,30,27,2,7,429,0
b2797,N,2,"0,656",38,28,21,10,2,455,0
b2798,N,0,"0,414",31,15,11,7,5,281,0
b2799,N,2,"0,542",28,9,23,4,4,383,1
b2800,N,0,"0,424",24,10,14,4,2,215,1
b2801,N,0,"0,407",52,33,25,8,6,438,0
b2802,N,0,"0,605",41,35,33,12,14,591,0
b2803,N,2,"0,418",53,27,29,8,13,482,0
b2805,N,2,"0,439",29,23,11,4,3,243,0
b2806,N,0,"0,538",30,13,13,9,10,366,1
b2807,N,0,"0,525",19,11,6,1,5,131,1
b2808,N,4,"0,365",41,20,11,3,4,305,1
b2810,N,1,"0,486",45,24,20,4,6,401,0
b2811,Y,0,"0,414",20,6,11,1,2,147,0
b2812,N,0,"0,563",16,12,18,7,2,268,1
b2813,N,0,"0,592",23,23,11,1,6,365,1
b2817,N,1,"0,48",44,34,19,0,2,447,1
b2818,N,0,"0,489",43,29,21,6,1,443,0
b2819,N,0,"0,425",78,34,33,9,6,608,1
b2820,N,0,"0,479",144,64,60,10,23,1180,1
b2821,N,0,"0,498",91,70,39,1,14,962,1
b2822,N,0,"0,468",154,69,37,14,27,1122,1
b2824,N,0,"0,379",17,12,3,5,4,121,1
b2825,N,0,"0,484",19,14,11,4,4,187,1
b2826,N,0,"0,314",20,14,10,4,10,156,1
b2827,Y,0,"0,596",28,10,14,5,7,264,1
b2828,Y,0,"0,539",32,15,8,0,8,291,1
b2829,N,3,"0,439",97,32,30,6,4,748,1
b2830,N,0,"0,395",10,12,5,2,8,176,1
b2831,N,0,"0,383",34,12,13,1,6,229,0
b2832,N,0,"0,482",39,17,10,0,4,237,0
b2834,N,2,"0,498",40,22,22,2,3,346,0
b2835,N,0,"0,469",57,22,18,4,9,397,1
b2836,N,2,"0,485",78,33,44,4,8,719,1
b2837,N,6,"0,494",32,24,19,4,1,343,0
b2838,N,0,"0,501",44,24,17,4,4,420,1
b2840,N,0,"0,419",24,9,15,7,2,230,1
b2841,N,2,"0,507",60,31,33,5,10,472,1
b2854,Y,0,"0,255",14,8,4,4,2,138,0
b2857,N,0,"0,312",11,14,5,3,2,143,1
b2859,N,0,"0,195",18,7,4,6,2,141,1
b2860,N,5,"0,335",28,19,14,9,7,301,1
b2866,N,2,"0,469",61,44,47,11,8,752,0
b2867,N,0,"0,477",28,17,19,5,1,292,0
b2868,N,0,"0,399",17,6,15,11,1,159,0
b2869,N,9,"0,371",68,38,31,7,2,592,1
b2870,N,0,"0,628",41,23,19,6,6,396,0
b2871,N,0,"0,603",36,17,20,7,6,398,0
b2872,N,0,"0,707",26,20,23,9,9,403,0
b2873,N,1,"0,46",46,23,24,11,4,465,0
b2874,N,2,"0,564",26,16,15,2,2,310,0
b2875,N,0,"0,427",51,24,24,7,3,541,1
b2877,N,0,"0,298",18,10,14,4,3,192,0
b2878,N,0,"0,53",102,46,52,26,14,1032,0
b2879,N,0,"0,508",46,32,17,8,5,464,0
b2880,Y,0,"0,513",30,12,12,4,3,259,0
b2881,N,2,"0,576",71,46,50,16,8,956,0
b2882,N,2,"0,397",59,42,26,5,1,485,0
b2883,N,0,"0,495",47,23,28,4,8,439,0
b2886,N,3,"0,394",13,10,7,16,0,163,1
b2887,N,1,"0,459",46,31,33,31,5,644,1
b2888,N,4,"0,38",66,39,25,7,6,505,0
b2889,N,0,"0,419",16,10,14,4,6,182,0
b2892,N,0,"0,476",78,26,18,5,8,577,1
b2893,N,0,"0,549",19,11,14,4,1,236,1
b2895,N,1,"0,571",22,7,8,2,6,173,0
b2896,N,0,"0,322",23,10,2,1,10,135,1
b2897,Y,0,"0,547",8,3,1,2,2,88,1
b2899,N,0,"0,447",38,15,8,3,4,219,1
b2900,Y,0,"0,553",7,3,14,2,0,103,1
b2901,N,2,"0,632",29,20,19,10,11,479,0
b2903,N,0,"0,672",88,48,49,13,7,957,1
b2904,N,0,"0,719",12,12,5,1,2,129,1
b2905,N,0,"0,601",30,13,25,2,5,364,1
b2906,N,2,"0,492",51,25,12,4,8,400,1
b2907,Y,2,"0,479",43,20,28,8,7,392,1
b2908,N,2,"0,588",39,21,20,4,4,441,1
b2909,Y,0,"0,514",26,8,11,2,2,194,1
b2910,N,0,"0,392",11,4,7,1,0,109,0
b2912,N,0,"0,36",23,5,9,1,5,182,0
b2913,N,0,"0,603",49,24,18,4,1,410,1
b2916,N,0,"0,438",45,16,14,5,3,297,0
b2917,N,0,"0,576",60,42,40,7,6,714,0
b2918,N,0,"0,452",37,18,21,4,3,331,0
b2919,N,1,"0,535",24,20,10,1,1,275,0
b2920,N,0,"0,501",40,36,19,3,4,492,0
b2921,N,0,"0,357",27,17,14,1,2,303,1
b2922,N,0,"0,534",19,14,9,0,0,246,1
b2923,Y,0,"0,416",33,11,7,3,9,211,1
b2925,Y,0,"0,84",27,25,17,4,4,359,1
b2926,Y,0,"0,801",40,21,20,3,1,387,1
b2927,N,1,"0,449",27,17,23,4,4,339,1
b2928,N,0,"0,387",27,7,16,3,5,237,1
b2929,N,0,"0,43",22,9,14,0,4,169,1
b2930,N,1,"0,484",32,10,16,6,4,321,1
b2933,N,0,"0,467",50,23,23,3,3,462,1
b2934,N,0,"0,346",18,16,4,2,1,147,1
b2935,Y,1,"0,81",50,37,33,5,11,663,1
b2936,N,1,"0,448",24,24,13,8,0,294,0
b2937,N,0,"0,687",27,12,17,4,3,306,1
b2938,N,0,"0,625",67,41,24,8,9,658,1
b2942,Y,0,"0,733",28,20,24,4,4,384,0
b2943,N,3,"0,581",60,27,27,3,12,464,0
b2944,N,0,"0,502",18,6,7,4,4,165,0
b2945,N,0,"0,599",8,12,5,8,7,235,0
b2946,N,0,"0,459",30,15,13,5,2,252,0
b2947,Y,0,"0,612",33,10,19,4,4,316,0
b2948,Y,0,"0,481",25,9,14,1,3,211,0
b2949,Y,0,"0,512",13,7,8,0,2,138,0
b2950,N,0,"0,351",51,20,17,4,3,341,1
b2951,N,0,"0,488",22,14,10,2,2,234,0
b2952,N,0,"0,497",36,9,8,1,6,188,0
b2955,N,1,"0,501",46,15,17,7,5,378,0
b2956,N,0,"0,471",25,20,17,2,9,335,1
b2957,Y,0,"0,658",26,17,35,2,1,348,1
b2958,N,0,"0,579",22,17,11,2,2,239,1
b2959,Y,0,"0,587",9,5,4,2,5,118,1
b2960,N,0,"0,561",21,14,4,2,4,239,1
b2961,N,0,"0,428",43,18,19,7,11,350,0
b2963,N,0,"0,524",28,28,27,1,3,360,0
b2964,N,2,"0,6",47,35,28,6,10,434,0
b2965,N,4,"0,472",74,38,27,13,6,731,1
b2966,N,0,"0,425",39,16,11,5,3,235,0
b2968,N,0,"0,358",18,11,6,0,5,178,1
b2969,N,0,"0,419",34,17,17,4,8,286,1
b2970,N,0,"0,484",22,18,9,1,4,288,1
b2971,N,0,"0,297",14,13,17,3,0,136,1
b2975,N,1,"0,478",65,41,35,2,11,560,1
b2979,N,0,"0,501",60,20,18,10,1,499,1
b2980,N,1,"0,438",34,16,11,4,0,254,0
b2981,N,0,"0,438",38,16,15,3,13,390,1
b2982,N,10,"0,433",32,17,18,1,7,338,0
b2983,N,0,"0,429",43,30,16,3,12,355,1
b2984,N,2,"0,442",26,20,15,2,3,252,1
b2985,N,2,"0,373",28,15,12,3,4,237,1
b2986,N,2,"0,392",22,9,13,3,2,230,0
b2987,N,1,"0,46",63,32,32,2,8,499,1
b2988,N,0,"0,593",62,24,31,9,17,619,1
b2989,N,0,"0,504",29,11,20,1,8,304,0
b2990,Y,0,"0,57",8,2,2,3,1,82,1
b2991,N,1,"0,491",8,8,3,8,3,113,1
b2992,N,0,"0,481",17,16,10,3,3,162,1
b2993,Y,1,"0,46",23,5,8,0,0,164,1
b2994,N,1,"0,691",45,36,33,8,13,567,1
b2995,N,0,"0,576",62,27,11,5,10,392,1
b2996,N,2,"0,608",30,15,19,17,2,328,1
b2997,N,1,"0,609",26,16,17,13,4,372,1
b2998,N,0,"0,411",8,5,5,2,1,95,1
b2999,N,0,"0,445",9,4,6,2,3,136,1
b3001,N,2,"0,442",49,26,13,2,7,346,0
b3002,Y,0,"0,501",28,13,4,0,3,164,1
b3003,N,1,"0,521",24,16,17,3,2,294,0
b3005,N,0,"0,542",14,4,14,0,0,141,1
b3006,N,1,"0,555",28,15,9,1,3,244,1
b3008,N,1,"0,472",40,28,19,6,6,395,0
b3009,N,1,"0,443",37,10,12,3,6,219,0
b3010,N,0,"0,401",47,27,13,12,1,375,1
b3011,N,0,"0,641",40,12,27,1,5,387,0
b3012,N,1,"0,517",25,9,9,1,7,236,0
b3013,N,0,"0,42",25,17,22,3,6,308,0
b3017,N,1,"0,463",46,33,22,2,13,470,1
b3018,Y,0,"0,489",21,12,13,5,3,245,1
b3019,Y,1,"0,602",86,44,31,2,5,752,1
b3020,N,6,"0,441",58,24,33,0,15,535,1
b3021,Y,0,"0,379",9,8,5,4,0,131,1
b3022,N,0,"0,334",10,7,9,1,1,98,1
b3024,N,0,"0,631",4,10,9,1,3,130,1
b3025,N,10,"0,448",33,7,11,1,3,219,0
b3026,N,0,"0,386",65,25,25,0,7,449,0
b3027,Y,0,"0,217",16,6,3,4,6,110,1
b3028,N,0,"0,624",14,7,11,0,6,193,0
b3029,N,0,"0,622",7,5,4,2,1,104,0
b3030,Y,1,"0,598",67,29,30,10,8,630,1
b3031,N,0,"0,51",27,13,7,2,3,193,1
b3032,N,0,"0,493",41,14,17,5,7,275,1
b3033,Y,0,"0,375",12,8,9,3,2,140,1
b3034,N,0,"0,4",19,12,8,0,4,209,1
b3035,N,0,"0,557",53,44,36,0,1,495,0
b3036,N,0,"0,379",9,7,8,2,1,86,0
b3037,N,0,"0,59",8,20,22,5,3,234,0
b3038,N,1,"0,554",41,18,19,5,12,386,0
b3039,N,0,"0,412",29,18,17,0,9,271,1
b3040,N,0,"0,367",42,18,9,1,2,257,0
b3041,Y,0,"0,605",18,7,21,4,0,217,1
b3042,N,0,"0,369",13,4,13,0,0,116,0
b3043,N,1,"0,59",14,15,18,2,0,183,0
b3047,N,3,"0,31",18,13,18,3,3,252,0
b3048,N,1,"0,337",25,31,20,6,3,354,0
b3051,N,0,"0,493",45,30,37,1,1,553,0
b3052,N,0,"0,587",49,25,25,4,3,477,1
b3053,N,0,"0,485",127,46,48,9,21,946,1
b3054,N,0,"0,551",56,21,21,3,10,433,1
b3055,N,0,"0,535",28,13,16,0,5,206,0
b3056,Y,0,"0,486",46,12,24,5,8,412,0
b3057,N,0,"0,493",37,16,12,3,3,273,1
b3058,N,0,"0,539",9,6,4,1,3,123,1
b3059,N,0,"0,385",25,13,9,5,9,205,0
b3060,N,5,"0,398",38,19,14,6,6,310,1
b3062,N,0,"0,603",16,5,12,6,3,201,0
b3063,N,2,"0,462",75,38,22,3,18,487,0
b3066,Y,0,"0,397",75,24,32,7,4,581,0
